1_1;-2.6479
1_2;-3.5471999999999997
1_3;-4.541200000000001
1_4;-5.1569
1_5;-5.3959
1_6;-5.3208
1_7;-5.143800000000001
1_8;-4.8866000000000005
1_9;-4.2651
1_10;-2.3068
1_11;0.05555999999999994
1_12;0.05555999999999994
1_13;0.05555999999999994
1_14;-2.2774
1_15;-4.1658
1_16;-4.852200000000001
1_17;-5.7316
1_18;-6.0822
1_19;-4.630800000000001
1_20;0.27065
1_21;0.27065
1_22;0.27065
1_23;-4.234500000000001
1_24;-5.4134
1_25;-5.0280000000000005
1_26;-4.5552
1_27;-4.451700000000001
1_28;-4.6448
1_29;-4.5381
1_30;-2.9705
1_31;0.6
1_32;0.6
2_1;-3.5094
2_2;-4.1543
2_3;-4.7922
2_4;-5.035200000000001
2_5;-5.2175
2_6;-5.1993
2_7;-5.257300000000001
2_8;-5.1382
2_9;-4.8167
2_10;-4.166
2_11;-3.4370999999999996
2_12;-3.6
2_13;-3.5853999999999995
2_14;-3.9711000000000003
2_15;-4.524500000000001
2_16;-4.928400000000001
2_17;-5.3269
2_18;-5.4926
2_19;-4.125
2_20;0.27065
2_21;0.27065
2_22;-1.9796
2_23;-5.0299000000000005
2_24;-5.5791
2_25;-5.1763
2_26;-4.7621
2_27;-4.727
2_28;-4.9816
2_29;-5.1626
2_30;-4.6874
2_31;-3.5048
2_32;-3.3665
3_1;-4.435300000000001
3_2;-4.7199
3_3;-4.5558000000000005
3_4;-3.4975
3_5;-3.4279999999999995
3_6;-3.6401999999999997
3_7;-4.826700000000001
3_8;-5.2471000000000005
3_9;-5.1805
3_10;-5.133500000000001
3_11;-5.2799000000000005
3_12;-5.6162
3_13;-5.6142
3_14;-5.221900000000001
3_15;-4.923
3_16;-4.7
3_17;-4.707000000000001
3_18;-4.8715
3_19;-4.534800000000001
3_20;-3.3752999999999997
3_21;-3.4942999999999995
3_22;-4.734100000000001
3_23;-5.653300000000001
3_24;-5.6549000000000005
3_25;-5.2095
3_26;-4.6485
3_27;-4.649500000000001
3_28;-5.0563
3_29;-5.5234000000000005
3_30;-5.5463000000000005
3_31;-5.292800000000001
3_32;-5.2601
4_1;-4.9558
4_2;-4.8451
4_3;-3.3266
4_4;0.0044000000000000705
4_5;0.0044000000000000705
4_6;0.0044000000000000705
4_7;-3.4091
4_8;-5.025200000000001
4_9;-5.2344
4_10;-5.289700000000001
4_11;-5.5686
4_12;-5.8799
4_13;-5.8806
4_14;-5.4862
4_15;-4.938400000000001
4_16;-4.405200000000001
4_17;-4.1456
4_18;-4.252000000000001
4_19;-4.4789
4_20;-4.5806000000000004
4_21;-4.936100000000001
4_22;-5.3917
4_23;-5.622000000000001
4_24;-5.4687
4_25;-4.6517
4_26;-3.0185999999999997
4_27;-2.8973
4_28;-3.8063
4_29;-5.227600000000001
