5.7364,7.6421,6.1475,5.014,4.6592,5.4874,7.3497,8.678,9.2821,9.5702,9.7718,9.9639,10.161,10.374,10.627,10.754,10.768,10.745,10.721,10.71,10.724,10.761,10.756,10.718,10.675,10.642,10.623,10.614,10.613,10.615,10.618,10.621,10.624,10.626,10.628,10.63,10.631,10.632,10.633,10.633,10.629,10.626,10.627,10.63,10.636,10.642,10.648,10.653,10.658,10.662,10.665,10.668,10.671,10.673,10.675,10.676,10.677,10.678,10.679,10.68,10.681,10.681,10.682,10.682,10.682,10.683,10.683,10.683,10.683,10.684,10.684,10.684,10.684,10.684,10.684,10.684,10.684,10.684,10.684,10.684,10.684,10.684,10.684,10.684,10.684,10.684,10.684,10.684,10.684,10.684,10.684,10.684,10.684,10.684,10.684,10.684,10.684,10.684,10.684,10.684,10.684,4.024,1.9857,2.3484,2.9926,3.6766,3.9331,3.331,2.8614,2.6847,2.6313,2.6132,2.5982,2.5793,2.5618,2.5208,2.475,2.4574,2.4544,2.4556,2.457,2.4579,2.4472,2.4357,2.4345,2.4386,2.4438,2.4479,2.4502,2.4511,2.4513,2.4511,2.4508,2.4505,2.4503,2.4501,2.45,2.4498,2.4498,2.4498,2.4495,2.4496,2.4507,2.4516,2.452,2.4518,2.4513,2.4508,2.4502,2.4498,2.4493,2.449,2.4486,2.4484,2.4481,2.4479,2.4478,2.4476,2.4475,2.4474,2.4473,2.4473,2.4472,2.4471,2.4471,2.4471,2.447,2.447,2.447,2.447,2.447,2.4469,2.4469,2.4469,2.4469,2.4469,2.4469,2.4469,2.4469,2.4469,2.4469,2.4469,2.4469,2.4469,2.4469,2.4469,2.4469,2.4469,2.4469,2.4469,2.4469,2.4469,2.4469,2.4469,2.4469,2.4469,2.4469,2.4469,2.4469,2.4469,2.4469,2.4469
10.494,13.215,9.3874,7.547,7.2853,8.6462,10.388,11.019,10.93,10.691,10.53,10.499,10.596,10.846,11.251,11.502,11.613,11.673,11.728,11.805,11.934,12.104,12.187,12.201,12.188,12.172,12.162,12.16,12.161,12.163,12.166,12.167,12.168,12.168,12.168,12.167,12.166,12.164,12.162,12.157,12.147,12.136,12.13,12.128,12.128,12.13,12.132,12.134,12.135,12.137,12.138,12.139,12.14,12.141,12.142,12.142,12.143,12.143,12.143,12.144,12.144,12.144,12.144,12.144,12.145,12.145,12.145,12.145,12.145,12.145,12.145,12.145,12.145,12.145,12.145,12.145,12.145,12.145,12.145,12.145,12.145,12.145,12.145,12.145,12.145,12.145,12.145,12.145,12.145,12.145,12.145,12.145,12.145,12.145,12.145,12.145,12.145,12.145,12.145,12.145,12.145,11.451,1.6356,2.0632,2.6832,3.2703,3.307,2.8571,2.559,2.4811,2.4911,2.5214,2.545,2.5593,2.5769,2.5354,2.4815,2.4569,2.448,2.4441,2.4415,2.4402,2.4148,2.3909,2.3816,2.3804,2.3822,2.3842,2.3852,2.3854,2.3851,2.3848,2.3844,2.3841,2.3839,2.3838,2.3837,2.3837,2.3837,2.3838,2.3834,2.3836,2.3851,2.3865,2.3873,2.3876,2.3876,2.3874,2.3873,2.3871,2.3869,2.3868,2.3866,2.3865,2.3864,2.3863,2.3863,2.3862,2.3861,2.3861,2.3861,2.386,2.386,2.386,2.386,2.386,2.3859,2.3859,2.3859,2.3859,2.3859,2.3859,2.3859,2.3859,2.3859,2.3859,2.3859,2.3859,2.3859,2.3859,2.3859,2.3859,2.3859,2.3859,2.3859,2.3859,2.3859,2.3859,2.3859,2.3859,2.3859,2.3859,2.3859,2.3859,2.3859,2.3859,2.3859,2.3859,2.3859,2.3859,2.3859,2.3859
7.6819,12.448,9.9139,8.4826,8.4543,9.6263,10.881,11.286,11.135,10.833,10.589,10.459,10.438,10.548,10.912,11.181,11.346,11.48,11.632,11.84,12.177,12.586,12.812,12.904,12.933,12.939,12.942,12.948,12.954,12.961,12.965,12.969,12.971,12.971,12.971,12.97,12.967,12.964,12.959,12.95,12.931,12.91,12.894,12.884,12.878,12.875,12.872,12.871,12.87,12.869,12.868,12.868,12.868,12.868,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,12.867,8.6971,1.5221,1.9195,2.4723,2.8992,2.8904,2.5812,2.3692,2.3195,2.3492,2.4072,2.4662,2.528,2.6227,2.5961,2.5439,2.5188,2.5093,2.5062,2.5077,2.518,2.4691,2.426,2.4052,2.3973,2.3951,2.3947,2.3941,2.3931,2.392,2.391,2.3902,2.3896,2.3891,2.3888,2.3886,2.3885,2.3884,2.3885,2.3877,2.3881,2.3902,2.3924,2.394,2.395,2.3956,2.396,2.3962,2.3964,2.3965,2.3966,2.3966,2.3967,2.3967,2.3967,2.3967,2.3967,2.3968,2.3968,2.3968,2.3968,2.3968,2.3968,2.3968,2.3968,2.3968,2.3968,2.3968,2.3968,2.3968,2.3968,2.3968,2.3968,2.3967,2.3967,2.3967,2.3967,2.3967,2.3967,2.3967,2.3967,2.3967,2.3967,2.3967,2.3967,2.3967,2.3967,2.3967,2.3967,2.3967,2.3967,2.3967,2.3967,2.3967,2.3967,2.3967,2.3967,2.3967,2.3967,2.3967,2.3967
11.603,12.808,8.8468,6.8794,6.2709,6.7298,7.7219,8.4444,8.6982,8.6283,8.4944,8.4163,8.4262,8.5671,8.8667,9.0868,9.2113,9.2937,9.3713,9.4748,9.6757,10.052,10.298,10.424,10.487,10.524,10.555,10.585,10.613,10.638,10.658,10.675,10.688,10.697,10.704,10.708,10.709,10.707,10.704,10.692,10.666,10.635,10.609,10.589,10.575,10.564,10.556,10.55,10.546,10.542,10.54,10.538,10.536,10.535,10.534,10.533,10.533,10.532,10.532,10.532,10.531,10.531,10.531,10.531,10.531,10.531,10.531,10.531,10.531,10.531,10.531,10.531,10.531,10.531,10.531,10.531,10.531,10.531,10.531,10.531,10.531,10.531,10.531,10.531,10.531,10.531,10.531,10.531,10.531,10.531,10.531,10.531,10.531,10.531,10.531,10.531,10.531,10.531,10.531,10.531,10.531,5.5642,1.6657,2.1324,2.7492,3.2183,3.3223,3.1,2.8631,2.7473,2.7318,2.7688,2.8117,2.8501,2.8941,2.8742,2.8345,2.8224,2.8299,2.8513,2.8916,2.9674,2.9135,2.8576,2.8284,2.8154,2.8103,2.8078,2.8055,2.803,2.8005,2.7982,2.7963,2.7948,2.7935,2.7926,2.7919,2.7915,2.7912,2.7912,2.7894,2.7897,2.7926,2.796,2.7988,2.8008,2.8022,2.8032,2.8039,2.8045,2.8049,2.8052,2.8055,2.8057,2.8058,2.8059,2.806,2.8061,2.8061,2.8062,2.8062,2.8062,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063,2.8063
0,0.71052,0.056299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9176,2.5705,2.9787,3.6467,4.2162,4.5715,4.5803,4.3778,4.1672,4.0667,4.0557,4.0659,4.0772,4.0939,4.0863,4.0548,4.0427,4.0461,4.0602,4.0882,4.1471,4.122,4.0786,4.0583,4.0532,4.0554,4.0597,4.0632,4.0655,4.0669,4.0677,4.0681,4.0683,4.0684,4.0684,4.0684,4.0682,4.0681,4.0681,4.0642,4.0616,4.0624,4.0644,4.0663,4.0677,4.0687,4.0693,4.0698,4.0701,4.0704,4.0705,4.0707,4.0708,4.0708,4.0709,4.0709,4.071,4.071,4.071,4.071,4.071,4.071,4.071,4.071,4.071,4.071,4.071,4.0711,4.0711,4.0711,4.0711,4.0711,4.0711,4.0711,4.0711,4.0711,4.0711,4.0711,4.0711,4.0711,4.0711,4.0711,4.0711,4.0711,4.0711,4.0711,4.0711,4.0711,4.0711,4.0711,4.0711,4.0711,4.0711,4.0711,4.0711,4.0711,4.0711,4.0711,4.0711,4.0711,4.0711
9.5128,13.093,8.9688,6.7236,5.6487,5.4641,6.1996,7.3733,8.2852,8.7449,9.027,9.2792,9.5263,9.766,9.9959,10.158,10.26,10.341,10.425,10.527,10.678,10.831,10.847,10.777,10.682,10.596,10.528,10.479,10.444,10.417,10.398,10.382,10.37,10.36,10.352,10.346,10.34,10.335,10.331,10.323,10.306,10.287,10.271,10.261,10.254,10.251,10.248,10.247,10.246,10.246,10.246,10.246,10.246,10.246,10.246,10.246,10.246,10.246,10.246,10.246,10.247,10.247,10.247,10.247,10.247,10.247,10.247,10.247,10.247,10.247,10.247,10.247,10.247,10.247,10.247,10.247,10.247,10.247,10.247,10.247,10.247,10.247,10.247,10.247,10.247,10.247,10.247,10.247,10.247,10.247,10.247,10.247,10.247,10.247,10.247,10.247,10.247,10.247,10.247,10.247,10.247,11.552,1.5906,2.0823,2.7311,3.3191,3.7457,3.7335,3.3695,3.0213,2.8581,2.7959,2.7582,2.7244,2.6937,2.6593,2.6247,2.6044,2.5923,2.5832,2.5757,2.569,2.5338,2.5096,2.5086,2.5188,2.5321,2.5441,2.5534,2.5601,2.5649,2.5684,2.571,2.573,2.5745,2.5756,2.5765,2.5771,2.5775,2.5778,2.5763,2.5766,2.5791,2.5818,2.584,2.5855,2.5864,2.5871,2.5874,2.5877,2.5879,2.588,2.588,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881,2.5881
8.6936,10.895,7.981,6.1488,5.0957,4.6585,5.1965,6.5781,7.8496,8.5941,9.0652,9.434,9.7471,10.015,10.243,10.42,10.556,10.674,10.789,10.918,11.077,11.17,11.108,10.965,10.813,10.68,10.576,10.499,10.441,10.397,10.364,10.338,10.318,10.302,10.289,10.278,10.269,10.261,10.254,10.245,10.229,10.212,10.2,10.191,10.187,10.184,10.184,10.183,10.184,10.184,10.185,10.185,10.186,10.187,10.187,10.187,10.188,10.188,10.188,10.189,10.189,10.189,10.189,10.189,10.189,10.189,10.189,10.189,10.189,10.189,10.189,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,3.97,1.5273,1.9661,2.569,3.1911,3.7908,3.9305,3.5615,3.118,2.909,2.8231,2.7722,2.7309,2.6951,2.662,2.6325,2.6117,2.5954,2.5802,2.5657,2.5396,2.4937,2.4689,2.4706,2.4837,2.4993,2.5133,2.5242,2.5323,2.5383,2.5427,2.5461,2.5487,2.5508,2.5523,2.5536,2.5546,2.5555,2.5562,2.5558,2.5564,2.5586,2.5609,2.5626,2.5637,2.5643,2.5646,2.5647,2.5648,2.5648,2.5647,2.5647,2.5646,2.5646,2.5645,2.5645,2.5644,2.5644,2.5643,2.5643,2.5643,2.5643,2.5643,2.5642,2.5642,2.5642,2.5642,2.5642,2.5642,2.5642,2.5642,2.5642,2.5642,2.5642,2.5642,2.5642,2.5642,2.5642,2.5642,2.5642,2.5642,2.5642,2.5642,2.5642,2.5642,2.5642,2.5642,2.5642,2.5642,2.5642,2.5642,2.5642,2.5642,2.5642,2.5642,2.5642,2.5642,2.5642,2.5642,2.5642,2.5642
12.16,13.982,9.8933,7.4646,6.1919,5.8163,6.3562,7.4432,8.1371,8.2796,8.2571,8.2403,8.2638,8.3273,8.426,8.5502,8.6987,8.8803,9.1083,9.4244,9.8805,10.234,10.334,10.29,10.201,10.114,10.043,9.9896,9.9508,9.9226,9.9019,9.8866,9.8752,9.8665,9.8599,9.8546,9.8503,9.8467,9.8437,9.8399,9.8317,9.8227,9.8162,9.8128,9.8114,9.8113,9.8119,9.8126,9.8135,9.8143,9.8151,9.8158,9.8163,9.8168,9.8173,9.8176,9.8179,9.8182,9.8184,9.8185,9.8187,9.8188,9.8189,9.819,9.819,9.8191,9.8191,9.8192,9.8192,9.8192,9.8192,9.8192,9.8193,9.8193,9.8193,9.8193,9.8193,9.8193,9.8193,9.8193,9.8193,9.8193,9.8193,9.8193,9.8193,9.8193,9.8193,9.8193,9.8193,9.8193,9.8193,9.8193,9.8193,9.8193,9.8193,9.8193,9.8193,9.8193,9.8193,9.8193,9.8193,4.9742,1.2682,1.7266,2.3052,2.889,3.4,3.6057,3.3682,3.0162,2.889,2.8666,2.867,2.8679,2.8653,2.8591,2.8501,2.8417,2.8328,2.8233,2.8207,2.7731,2.6709,2.6032,2.5774,2.5719,2.574,2.5778,2.581,2.5832,2.5847,2.5857,2.5863,2.5868,2.5872,2.5874,2.5877,2.5879,2.5881,2.5883,2.5879,2.5881,2.5895,2.5909,2.5918,2.5923,2.5925,2.5925,2.5924,2.5923,2.5922,2.5921,2.592,2.5919,2.5918,2.5918,2.5917,2.5917,2.5916,2.5916,2.5916,2.5916,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915,2.5915
15.349,15.272,10.063,7.3928,6.0413,5.5345,5.7413,6.335,6.6359,6.5901,6.4388,6.2748,6.1211,5.9842,5.8664,5.7679,5.6908,5.6428,5.6398,5.735,6.2803,7.0859,7.7388,8.2034,8.5362,8.7822,8.9693,9.1136,9.2252,9.3115,9.3778,9.4289,9.468,9.498,9.521,9.5386,9.5521,9.5624,9.5703,9.5759,9.578,9.5785,9.5795,9.5813,9.5836,9.5859,9.5879,9.5896,9.591,9.5922,9.5931,9.5938,9.5943,9.5947,9.595,9.5953,9.5955,9.5956,9.5957,9.5958,9.5959,9.5959,9.596,9.596,9.596,9.596,9.5961,9.5961,9.5961,9.5961,9.5961,9.5961,9.5961,9.5961,9.5961,9.5961,9.5961,9.5961,9.5961,9.5961,9.5961,9.5961,9.5961,9.5961,9.5961,9.5961,9.5961,9.5961,9.5961,9.5961,9.5961,9.5961,9.5961,9.5961,9.5961,9.5961,9.5961,9.5961,9.5961,9.5961,9.5961,8.319,1.1904,1.6479,2.2027,2.7374,3.1203,3.2104,2.9856,2.7331,2.6735,2.6976,2.7408,2.788,2.8352,2.8817,2.9282,2.9782,3.0358,3.1134,3.2649,3.277,3.0879,2.9263,2.8295,2.7714,2.7339,2.7078,2.6884,2.6736,2.6623,2.6536,2.647,2.6419,2.638,2.6351,2.6328,2.6311,2.6299,2.6289,2.628,2.6276,2.628,2.6285,2.6287,2.6287,2.6285,2.6283,2.628,2.6279,2.6277,2.6275,2.6274,2.6273,2.6273,2.6272,2.6272,2.6271,2.6271,2.6271,2.6271,2.6271,2.6271,2.6271,2.627,2.627,2.627,2.627,2.627,2.627,2.627,2.627,2.627,2.627,2.627,2.627,2.627,2.627,2.627,2.627,2.627,2.627,2.627,2.627,2.627,2.627,2.627,2.627,2.627,2.627,2.627,2.627,2.627,2.627,2.627,2.627,2.627,2.627,2.627,2.627,2.627,2.627
4.3034,10.281,8.5584,6.9674,6.1544,6.0319,6.4255,6.8822,6.9334,6.6753,6.3481,5.9972,5.6291,5.2433,4.8282,4.3599,3.7958,3.0509,1.9168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0135,1.3185,1.6916,2.2178,2.7023,2.9513,2.916,2.6964,2.5361,2.5384,2.5975,2.6706,2.7556,2.849,2.9513,3.0672,3.2078,3.3966,3.6978,4.3494,4.683,4.5648,4.4226,4.3406,4.2964,4.2713,4.2556,4.2448,4.237,4.2313,4.227,4.2239,4.2215,4.2198,4.2185,4.2175,4.2168,4.2163,4.2159,4.2155,4.2153,4.2157,4.2161,4.2163,4.2163,4.2162,4.216,4.2159,4.2158,4.2157,4.2156,4.2155,4.2155,4.2154,4.2154,4.2154,4.2154,4.2154,4.2154,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153,4.2153
